SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,num_services,charge_per_service,is_new_customer,no_support,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_bucket_Mid,tenure_bucket_New,top_risk_factors,churn_probability
-0.024125738,-0.11765839,-0.38498616,-0.2848438,0.14163288,0.022227561,-0.022078872,-0.70493096,-0.0033822544,-1.5981932,0.009345461,0.07314207,0.071716055,0.0,-0.35856062,-0.28766194,-0.0033727072,0.0,0.5577523,0.0,-0.7283923,0.0,0.50192386,0.0,0.2524078,0.0,-0.3820828,0.0,-0.3757033,-0.3696718,-0.16031092,-0.14482428,0.79125065,-0.13204134,0.025634363,-0.0483536,"charge_per_service, PaymentMethod_Electronic check, OnlineBackup_Yes",0.024293153
-0.016481299,-0.15039146,-0.4836724,-0.22339013,0.21035218,-0.31717807,0.14702189,-0.6680642,0.0139342025,-1.1059595,0.0039372896,0.24211854,0.12108052,0.0,-0.31093386,-0.70999986,-0.009392139,0.0,-0.25752142,0.0,-0.5149941,0.0,-0.29661876,0.0,0.38220188,0.0,0.31642953,0.0,0.31191197,0.12939793,0.3228329,0.38969004,-1.0474379,-0.22973147,-0.02905425,-0.10837459,"charge_per_service, PaymentMethod_Electronic check, InternetService_Fiber optic",0.019896539
0.017527005,0.14843942,0.062204093,0.562501,-0.05289781,0.029394688,0.357097,0.8599556,-0.34570843,0.82638294,-0.014795756,-0.123448215,0.014021113,0.0,-0.40301216,0.27036536,-0.0020585267,0.0,-0.07077532,0.0,-0.42810398,0.0,-0.42737773,0.0,-0.13427432,0.0,0.5485943,0.0,0.703079,0.104463875,0.13346757,-0.14469077,0.6997569,-0.1769854,-0.04592577,0.09149023,"TotalCharges, charge_per_service, StreamingMovies_Yes",0.95477647
0.00022468666,0.089686915,0.04816199,0.9563611,-0.047619067,-0.0043469216,0.22550455,0.15685141,1.101067,1.1094431,-0.016594853,-0.06124146,0.029395072,0.0,0.488843,0.2272195,-0.0033052235,0.0,-0.012544714,0.0,-0.38658583,0.0,-0.3661278,0.0,-0.20435634,0.0,-0.5783835,0.0,-0.4540404,0.09701677,0.20420313,-0.17304549,-0.7102545,0.37460503,-0.07870538,0.2590523,"charge_per_service, num_services, tenure",0.9056515
0.037933197,0.083550364,0.0744907,-0.08660497,-0.033068527,0.17766428,0.045796886,-0.23392771,0.38360626,0.8556297,0.022201588,-0.26661468,0.08109107,0.0,0.34826493,0.28053334,-0.001399539,0.0,-0.123709835,0.0,0.8974009,0.0,-0.37563112,0.0,-0.09434914,0.0,-0.8238643,0.0,-0.54503226,0.07526102,0.14823194,-0.17532185,0.94662774,-0.0986868,0.028744327,-0.06483386,"PaymentMethod_Electronic check, OnlineBackup_Yes, charge_per_service",0.8256573
-0.026303245,0.10790879,0.02681617,-0.20633842,-0.11963538,-0.01908105,-0.13816775,-0.18530467,-0.9706798,-1.6131439,-0.07753899,0.08861467,-0.18058267,0.0,-0.25288707,-0.3507872,-0.0011308234,0.0,0.5524895,0.0,-0.4826251,0.0,0.38888583,0.0,0.23089758,0.0,-0.76188415,0.0,0.37935305,0.060606383,0.31953028,-0.12015194,-0.60878706,-0.15281057,-0.00088983774,0.07489689,"charge_per_service, num_services, StreamingTV_Yes",0.017165193
-0.0050665783,0.02723793,0.04364731,-1.5749555,-0.17993356,-0.026676912,-0.04589993,-0.9375588,0.6252666,-0.648593,0.006870647,-0.15248914,-0.07074049,0.0,0.1465464,-0.42426816,0.058171347,0.0,-0.09609002,0.0,-0.5259573,0.0,-0.2136807,0.0,-0.23426779,0.0,-0.3618923,0.0,-0.527116,0.004894058,-0.65691274,-0.09267924,-0.68881196,-0.028886665,-0.024420481,-0.13198438,"tenure, TotalCharges, PaymentMethod_Electronic check",0.0011752773
-0.032816835,-0.2172949,-0.103017524,-0.17437583,-0.04891409,0.09047335,0.7018554,0.1587737,0.58476037,-1.1589898,0.0058998372,-0.11626077,0.10381639,0.0,-0.32535902,-0.4270635,0.12035155,0.0,-0.026227482,0.0,-0.20449701,0.0,-0.19492991,0.0,-0.24121793,0.0,-0.30132425,0.0,-0.36898658,0.022288773,-1.2137941,-0.11181824,-0.9340139,0.545761,-0.0490429,-0.13695098,"Contract_Two year, charge_per_service, PaymentMethod_Electronic check",0.016927509
-0.017718913,0.15386969,0.03615068,0.72039956,-0.046314593,0.05746917,-0.37413794,0.1063933,-0.18731631,0.17577033,-0.016294988,0.14859861,0.16366617,0.0,0.40452948,-0.5753702,-0.003811851,0.0,-0.13666856,0.0,-0.36519158,0.0,-0.4482953,0.0,0.45491675,0.0,0.6825477,0.0,-0.31049296,0.04061028,0.22135103,-0.14812833,-1.0306728,0.6635376,-0.011053864,0.13672285,"PaymentMethod_Electronic check, tenure, StreamingTV_Yes",0.61921984
0.0048408266,0.08436114,0.07057393,1.0754002,-0.055769287,0.19061618,0.4021733,0.1105715,0.2655355,-0.05315249,-0.022468165,0.13383147,0.043285366,0.0,-0.10871946,-0.3264836,-0.003872989,0.0,-0.2706244,0.0,-0.50437737,0.0,-0.39223272,0.0,-0.07931514,0.0,-0.61846346,0.0,-0.4816745,0.04700368,0.17332804,-0.23417877,0.8142222,-0.2636425,-0.042275302,0.10677867,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",0.51410747
-0.041513942,-0.19505586,-0.19937865,-0.31538743,-0.022423657,0.022765694,-0.18275157,-0.16889317,-1.1459019,0.24006109,0.006197011,0.19812676,-0.32764325,0.0,0.19304517,0.2679462,-0.001002092,0.0,0.05721349,0.0,0.568113,0.0,-0.627336,0.0,-0.26108834,0.0,0.5042636,0.0,0.678012,-0.4402343,-0.11941205,0.57748044,-0.9053986,-0.0991477,-0.004171663,-0.075400665,"num_services, PaymentMethod_Electronic check, StreamingMovies_Yes",0.13850729
-0.0082100965,0.08964679,0.0908776,0.5890949,-0.12299755,-0.001013188,0.74368167,0.6579982,0.66623145,-1.5428833,-0.017756745,0.10419164,0.011535671,0.0,-0.39888474,-0.34731182,0.11545408,0.0,-0.06678957,0.0,-0.3341914,0.0,-0.38426447,0.0,-0.17328843,0.0,-0.3117867,0.0,-0.37852645,0.18759571,0.35398737,-0.13589083,-1.0908252,0.55390483,-0.05579813,0.1262328,"charge_per_service, PaymentMethod_Electronic check, MonthlyCharges",0.25184196
-0.0031328797,-0.14548612,-0.019125912,-0.43723264,-0.036427736,0.018712834,0.08947798,-0.068967745,0.766836,0.70808923,0.004374793,-0.10841748,-0.019439643,0.0,0.3021676,0.3794424,-0.0015046225,0.0,-0.05764824,0.0,-0.36017215,0.0,-0.2680792,0.0,-0.11886042,0.0,-0.5103372,0.0,-0.4814537,0.22708724,0.19555132,-0.14327112,-0.5617617,-0.077804714,-0.048969585,-0.09920532,"num_services, charge_per_service, PaymentMethod_Electronic check",0.29226986
-0.0037708753,0.09853831,0.07720143,0.15000612,-0.12080912,0.011989702,0.85701877,0.21187265,0.9156463,-0.60376483,-0.020157898,0.115682855,-0.017827202,0.0,0.5728676,-0.23542432,0.10693922,0.0,-0.052874163,0.0,-0.22334522,0.0,-0.23247896,0.0,-0.15811166,0.0,-0.44075382,0.0,-0.37548512,0.06623209,0.34191376,-0.18927157,-1.1326427,0.47389477,-0.047540456,0.103686325,"PaymentMethod_Electronic check, num_services, MonthlyCharges",0.5598134
-0.039667185,-0.30573303,-0.3662757,-0.6261305,-0.040621985,0.12894629,0.66190016,-0.30578753,-0.038520467,-0.6338985,0.009345461,0.060584813,-0.11044921,0.0,-0.36261517,-0.36466157,-0.001414047,0.0,-0.16103081,0.0,-0.3193601,0.0,0.26927882,0.0,0.30396292,0.0,-0.35868278,0.0,-0.283056,-0.024039743,-0.8922297,0.7506232,-1.1861992,-0.0969032,0.021091495,-0.08722145,"PaymentMethod_Electronic check, Contract_Two year, PaymentMethod_Credit card (automatic)",0.012037812
-0.09130503,-0.30876204,-0.27937853,-0.32692418,-0.0633104,0.120991565,0.34315357,-0.23691462,-0.44512373,-0.9498182,0.014732954,0.1630533,-0.086583465,0.0,-0.16644704,-0.46239746,-0.0015156022,0.0,0.5511392,0.0,0.46606156,0.0,-0.42772493,0.0,0.09153251,0.0,-0.39062402,0.0,-0.42248663,0.16462487,0.26063246,0.9127767,-1.0492818,-0.079952605,0.014656181,-0.11283696,"PaymentMethod_Electronic check, charge_per_service, PaymentMethod_Credit card (automatic)",0.056954674
-0.45736602,0.03329958,0.0018993112,-1.4939327,-0.03833531,0.02000594,-0.07982195,-0.91524625,-1.2243932,-0.11622335,0.0134614725,-0.34061733,0.06045594,0.0,0.23926705,0.23750828,-0.00083869125,0.0,-0.0906689,0.0,0.6126078,0.0,0.6845977,0.0,-0.20617318,0.0,0.81685287,0.0,0.46441928,-0.035081558,-0.031587705,-0.21311739,0.73718196,-0.14413919,-0.011865097,-0.04173244,"tenure, num_services, TotalCharges",0.1782264
0.03722752,-0.20081778,-0.006347228,-0.013523283,-0.08191775,0.037099876,0.26582876,-0.05892139,0.003890167,-0.6366538,0.020728659,-0.2328502,-0.14457874,0.0,-0.34190136,-0.31127962,-0.0015002573,0.0,-0.07654967,0.0,0.51435274,0.0,-0.46919164,0.0,-0.11033337,0.0,-0.6898526,0.0,0.7555967,-0.34540498,-0.36443642,-0.16285296,-0.57948107,-0.08473204,-0.0011853534,-0.12316407,"StreamingMovies_Yes, StreamingTV_Yes, charge_per_service",0.03193561
0.040627245,0.10923675,0.038903963,1.2259021,-0.05320298,7.977302e-05,0.25558436,1.2728841,1.0191296,1.5032858,-0.014211415,-0.06213747,0.08257594,0.0,-0.08193468,0.40440515,-0.0033663616,0.0,-0.06855125,0.0,-0.5907917,0.0,-0.3184512,0.0,-0.08571743,0.0,-0.40546057,0.0,-0.39556074,0.10716247,0.15519373,-0.11529304,0.7603226,-0.20742482,-0.08732106,0.13047408,"charge_per_service, TotalCharges, tenure",0.990122
-0.017861497,0.0659362,0.10118762,1.353788,-0.09021409,0.14639097,0.8375973,0.8328189,0.81393254,-0.7157995,-0.017756745,0.09654779,-0.07476545,0.0,-0.2986851,-0.31459805,0.107984215,0.0,-0.06211129,0.0,-0.3062054,0.0,-0.33321583,0.0,-0.10658083,0.0,-0.41878054,0.0,-0.3647512,0.19243445,0.39741912,-0.10411579,-0.87846303,0.60091007,-0.054562237,0.24143058,"tenure, PaymentMethod_Electronic check, MonthlyCharges",0.83494455
-0.005839338,-0.16041248,-0.24628672,-1.2420994,-0.060892098,0.020717682,-0.21341363,-0.7050451,-0.023880478,-0.3050649,0.0045642145,-0.0096522225,0.014430352,0.0,0.21429047,-0.59898156,-0.0013072646,0.0,-0.13873786,0.0,-0.5056835,0.0,0.7169248,0.0,-0.1030484,0.0,0.3322848,0.0,-0.948685,-0.022353118,-1.1048189,-0.17161274,-0.80645794,-0.0735922,-0.0004387857,-0.15010358,"tenure, Contract_Two year, StreamingMovies_Yes",0.0018255902
-0.12330092,-0.18173334,0.034534305,1.598949,-0.04128442,-0.0061917347,0.022611989,0.111243576,0.8484462,0.89636403,-0.010491196,-0.12184361,-0.041088164,0.0,-0.17349522,0.26921073,-0.0033663616,0.0,-0.05430479,0.0,-0.44745675,0.0,-0.30265725,0.0,-0.073475115,0.0,-0.36783555,0.0,-0.45029357,0.2180277,0.22987826,-0.15964878,-0.5906679,0.40870008,-0.072095074,0.26432535,"tenure, charge_per_service, num_services",0.8418736
0.026000727,-0.013845523,0.016801346,1.3629644,-0.044211775,-0.25134492,0.10630119,0.43002552,-0.79138666,0.3295141,-0.12613122,-0.24499273,-0.24167888,0.0,-0.402717,0.21122058,-0.0015564747,0.0,-0.09887135,0.0,0.53856677,0.0,0.9014079,0.0,-0.18578999,0.0,-1.1564935,0.0,0.39661828,0.060560383,0.13798892,-0.12713192,0.53513443,-0.12999095,-0.033024695,0.10178603,"tenure, StreamingTV_Yes, DeviceProtection_Yes",0.7853122
0.036983818,0.06634291,0.0014506656,-0.6675376,-0.08339443,0.074478984,0.29396075,-0.094995745,0.31487972,-0.16603662,0.022987962,-0.43851718,-0.23886412,0.0,0.21965735,-0.5159672,-0.003616042,0.0,-0.15305635,0.0,0.77437985,0.0,-0.34884092,0.0,-0.11518364,0.0,-0.81520367,0.0,-0.48119152,-0.30952755,-0.031271078,-0.21958612,0.8592495,-0.157938,0.03782355,-0.082482114,"PaymentMethod_Electronic check, StreamingTV_Yes, OnlineBackup_Yes",0.09710247
-0.09613807,-0.19500376,0.040095095,-1.3842824,0.27990326,-0.11714654,-0.13008748,-0.6275251,-0.66146016,-1.8761864,0.005579306,0.032130636,0.04289181,0.0,-0.5627847,-0.6434859,-0.0014377093,0.0,0.19540787,0.0,-0.480173,0.0,0.4355196,0.0,0.22357714,0.0,0.38483226,0.0,0.44848478,-0.0353655,-1.5240977,-0.17688352,-1.1327353,0.30843037,-0.00841015,-0.11145451,"charge_per_service, Contract_Two year, tenure",0.00062531215
-0.014502636,0.06679949,0.059991095,1.2451721,-0.09056284,-0.07696888,0.16074263,0.63271004,1.006431,-1.1070851,-0.016139569,0.096824706,-0.19289261,0.0,-0.3002204,-0.31653413,0.107984215,0.0,-0.07111392,0.0,-0.32553494,0.0,-0.29618657,0.0,-0.11941487,0.0,-0.42533395,0.0,-0.3841121,0.23247874,0.3899191,-0.15005764,-0.87886626,0.5450503,-0.04593004,0.24818243,"tenure, charge_per_service, num_services",0.49300116
0.02744947,0.1122495,0.07625948,-0.08079128,-0.05979067,-0.09281751,0.32809636,0.10356578,0.9444539,0.83648026,-0.019513587,-0.085394554,0.045084044,0.0,-0.26153868,-0.20018424,-0.0047808792,0.0,-0.17507724,0.0,-0.2126587,0.0,-0.31888288,0.0,-0.13207099,0.0,-0.249644,0.0,-0.47783846,0.10687644,0.19416653,0.6154231,-1.165838,-0.14712842,-0.08776694,0.18643367,"PaymentMethod_Electronic check, num_services, charge_per_service",0.44917476
-0.039274782,-0.26335734,-0.0056720697,-0.45253232,-0.10740645,-0.14398167,0.10346639,-0.33008975,-0.7162322,-0.9108395,0.009963166,0.24004541,-0.09276901,0.0,-0.16768573,-0.34228465,-0.0010428828,0.0,0.20709902,0.0,1.0769055,0.0,0.62141305,0.0,-0.066905946,0.0,-0.5585525,0.0,-0.68333256,-0.68972814,-0.3756209,-0.2181995,-1.2199594,0.4523029,0.0010897607,-0.12099059,"PaymentMethod_Electronic check, OnlineBackup_Yes, charge_per_service",0.008138316
-0.023696275,-0.25154364,0.0470261,-0.6845606,-0.081098765,-0.05522055,0.73921335,0.40717173,0.7335034,-1.6692711,0.0059905457,0.057832956,0.057521235,0.0,-0.38580453,-0.49162728,0.12035155,0.0,-0.11890967,0.0,-0.30583057,0.0,-0.20248674,0.0,-0.22584136,0.0,-0.35362196,0.0,-0.40366718,0.020612767,-1.4367692,-0.11073091,-1.097603,0.54209036,-0.043879353,-0.15144044,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",0.004627429
-0.04798396,-0.23330286,-0.5139997,-0.6144778,-0.0391974,0.051246233,-1.095897,0.07690665,-1.783554,0.02778913,0.0134614725,0.052739136,0.21986419,0.0,0.296881,0.27396628,-0.00077185105,0.0,-0.18955673,0.0,0.66006815,0.0,0.70637965,0.0,0.51302254,0.0,0.5622416,0.0,0.65395063,-0.069235794,-1.0651326,-0.035359967,-0.27113652,-0.0510699,-0.0005648468,-0.10019722,"num_services, MonthlyCharges, Contract_Two year",0.117974885
-0.009623413,0.04238391,0.029187795,-2.1945617,-0.026184317,-0.11137123,-0.7193706,-0.9613879,-0.72038984,0.71055233,0.020113144,0.075738676,-0.11247438,0.0,0.22170222,0.14725967,-0.0010381518,0.0,0.6815634,0.0,-0.3698009,0.0,-0.31164452,0.0,0.8100055,0.0,-0.81676924,0.0,1.2750459,-0.11192389,-0.13730589,0.82031053,-1.0019122,-0.05872815,0.013944234,-0.1264477,"tenure, StreamingMovies_Yes, PaymentMethod_Electronic check",0.04964429
-0.021254364,0.2775277,-0.1017716,0.14927574,-0.068052955,-0.010629469,0.18306752,0.8827835,0.71425915,-1.6838266,0.0059006102,0.08526373,-0.18332903,0.0,-0.2686663,-0.47324148,0.12035155,0.0,-0.080291994,0.0,-0.21447892,0.0,-0.18937582,0.0,-0.23923789,0.0,-0.23102812,0.0,-0.32423586,-0.029304648,-1.499696,0.17985095,-1.2143158,-0.19448638,-0.043935806,-0.14026505,"charge_per_service, Contract_Two year, PaymentMethod_Electronic check",0.00973764
-0.02089885,0.12413015,-0.65567845,-0.28876427,-0.044509508,0.10163671,-1.1408083,0.3354516,-2.1006806,-0.733962,0.01529416,0.15597503,-0.01057177,0.0,0.12026786,0.39979294,-0.00083869125,0.0,0.21630338,0.0,0.6306923,0.0,0.6356397,0.0,-0.29866102,0.0,0.6161412,0.0,0.7550603,0.11271439,-0.3462443,0.3785422,-0.813999,-0.07231063,-0.004821632,-0.063824974,"num_services, MonthlyCharges, PaymentMethod_Electronic check",0.11839064
0.015429099,-0.28145772,0.11540806,-1.5147353,-0.085009724,0.039323878,0.23474763,0.28787687,-0.45048198,-0.7479536,0.02799312,0.15332592,0.14272247,0.0,0.1885518,-0.5481044,-0.001002092,0.0,-0.046726536,0.0,0.5723771,0.0,-0.3540096,0.0,0.1432212,0.0,-1.0507956,0.0,0.7811389,0.09279686,-0.33670583,-0.22901681,-1.2630302,0.34643105,-0.0037812553,-0.1270335,"tenure, PaymentMethod_Electronic check, StreamingTV_Yes",0.019698335
-0.0015755853,-0.116201885,0.08150075,-1.2179087,-0.23335573,0.002053427,-0.2313723,-0.4464781,-1.0817506,-0.84296346,0.006197011,0.18559888,-0.40001005,0.0,0.24916506,-0.56465155,-0.0008330113,0.0,-0.119374916,0.0,0.6153984,0.0,-0.6582017,0.0,0.28397205,0.0,0.48890534,0.0,0.6069193,-0.09786819,-0.16743791,-0.2377958,0.7206741,-0.16003573,-0.010236966,-0.063833006,"tenure, num_services, charge_per_service",0.031666193
-0.09123713,-0.16758391,0.013431856,-0.8309677,-0.03090652,0.10142215,-0.6217143,-0.61955905,-1.4656345,-1.561297,0.005525032,0.07263532,-0.2460007,0.0,-0.35477954,-0.32788292,-0.0007095528,0.0,0.45638126,0.0,0.33365008,0.0,0.37612388,0.0,0.39951327,0.0,0.37179932,0.0,0.43862665,-0.14442158,-1.640279,0.80209786,-1.15398,-0.15847169,0.0055623758,-0.11402391,"Contract_Two year, charge_per_service, num_services",0.0021046314
0.03193758,-0.16557668,0.041166175,-0.44695148,-0.17906396,0.03426157,0.05133905,-0.018983636,-0.78299844,-1.3080845,0.020728659,-0.24261259,-0.30055746,0.0,-0.34852478,-0.40018645,-0.0008584571,0.0,-0.14115152,0.0,0.41427007,0.0,0.52220607,0.0,-0.12522958,0.0,-1.0619227,0.0,0.47030717,-0.21574262,-0.18276939,-0.2263843,0.59221464,-0.19122906,-0.007548462,-0.047828205,"charge_per_service, StreamingTV_Yes, num_services",0.014420217
0.01724574,0.16857655,0.097804554,0.82469827,-0.04273474,0.15444231,0.32981652,0.8659046,0.43524408,-0.17963314,-0.0442617,-0.36147866,0.09615194,0.0,-0.18897207,-0.17018457,-0.0042276545,0.0,-0.100973435,0.0,0.6019372,0.0,-0.63524354,0.0,-0.04557925,0.0,-0.59208333,0.0,-0.43100733,0.15286514,0.22449616,-0.24489917,-0.91287917,0.4612839,-0.011294758,0.19381791,"PaymentMethod_Electronic check, TotalCharges, tenure",0.65701175
0.0024017286,-0.23309237,-0.22930303,-0.6293297,-0.11933491,-0.07403354,0.75363994,-0.06820825,0.8553046,-0.9706597,0.0058998372,0.120418884,-0.013681493,0.0,-0.4518482,-0.4993218,0.12745844,0.0,-0.063997775,0.0,-0.3381581,0.0,-0.14530447,0.0,-0.1792603,0.0,-0.2950523,0.0,-0.5940235,-0.3553128,-0.40217328,-0.07597164,-0.53595495,-0.14120926,0.3457474,-0.17242242,"charge_per_service, num_services, MonthlyCharges",0.012302073
